Datum;Titel;Id-Nr;Mitzeichnungen;Forum;Begründung;Seite;Forumauswertung
30.03.2017;Erziehungsgeld/Elterngeld - Auszahlung des Elterngeldes zum 1. jeden Monats;66826;28;11 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_07/_21/Petition_66826.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_07/_21/Petition_66826.nc.html;
30.03.2017;Gesetzliche Krankenversicherung - Beiträge - - Beitragseinstufung versicherungspflichtiger Studenten;66828;52;8 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_07/_21/Petition_66828.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_07/_21/Petition_66828.nc.html;
05.09.2017;Landwirtschaft - Anwendung von Pflanzenschutzmitteln;66836;88;19 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_07/_22/Petition_66836.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_07/_22/Petition_66836.nc.html;
29.06.2017;Tierschutz - Tierschutzgerechte Behandlung auch für als Tierfutter verkaufte Tiere;66842;103;8 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_07/_22/Petition_66842.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_07/_22/Petition_66842.nc.html;
26.04.2018;Sozialhilfe - Rücknahme der Reform der Zahlungsmodalität (bzgl. Anrechnung erhöhter Rente auf Grundsicherungsanspruch);66848;56;19 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_07/_22/Petition_66848.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_07/_22/Petition_66848.nc.html;
01.06.2017;Grundgesetz - Modifikation der Präambel des Grundgesetzes;66909;81;25 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_07/_23/Petition_66909.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_07/_23/Petition_66909.nc.html;
30.03.2017;Aufenthaltsrecht - Ergänzung des Asylgesetzes (Reisebeschränkung für anerkannte Flüchtlinge);66952;56;12 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_07/_25/Petition_66952.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_07/_25/Petition_66952.nc.html;
05.09.2017;Erbschein - Keine Schlechterstellung von Erben von Immobilien/Geld- und Sachwerten gegenüber Erben von nur Geld- und/oder Sachwerten;66954;39;9 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_07/_25/Petition_66954.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_07/_25/Petition_66954.nc.html;
30.03.2017;Ausbildungsförderung nach dem BAföG - Ordnungsstrafen für Eltern aufgrund der Verzögerung/Verweigerung von Angaben bei Abgabe des BAföG-Antrags;66955;41;16 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_07/_25/Petition_66955.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_07/_25/Petition_66955.nc.html;
01.06.2017;Arbeitszeit der Beamten - Anhebung der wöchentlichen Arbeitszeit von Beamten;66957;52;50 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_07/_25/Petition_66957.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_07/_25/Petition_66957.nc.html;
30.03.2017;"Ziviler Bevölkerungsschutz - Erlaubnis zur Nutzung der ""Cell-Broadcast""-Funktion in regionalen Krisensituationen durch Polizeidienststellen/Feuerwehren";66974;96;16 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_07/_26/Petition_66974.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_07/_26/Petition_66974.nc.html;
01.06.2017;Umsatzsteuer - Änderung des Schornsteinfeger-Handwerksgesetzes;66997;51;5 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_07/_30/Petition_66997.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_07/_30/Petition_66997.nc.html;
09.03.2017;Telemediengesetz (TMG) - Ergänzung des TMG bezüglich der Anschluss-Sperrung aufgrund Zahlungsverzugs analog der TKG-Regelungen;67001;30;33 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_07/_30/Petition_67001.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_07/_30/Petition_67001.nc.html;
09.03.2017;Deutscher Bundestag - Einsehbarkeit (online) des offiziellen Wortlauts der UNO-Menschenrechtscharta auf Deutsch in der Bibliothek des DBT;67004;51;8 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_07/_31/Petition_67004.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_07/_31/Petition_67004.nc.html;
14.06.2018;Wasserwirtschaft (Umweltschutz) - Änderung des Hochwasserschutzgesetzes (Vorzug der Rückhalte- ggü. der Linienschutzmaßnahme);67026;32;9 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_01/Petition_67026.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_01/Petition_67026.nc.html;
01.06.2017;Ruhebezüge des Bundespräsidenten - Neuregelung der Ruhebezüge des Bundespräsidenten;67035;167;26 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_02/Petition_67035.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_02/Petition_67035.nc.html;
14.06.2018;Zulassung zum Straßenverkehr - Einschränkung des autonomen/vollautomatisierten Fahrens von Autos und öffentlichen Verkehrsmitteln;67042;26;16 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_02/Petition_67042.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_02/Petition_67042.nc.html;
30.03.2017;Regelungen zur Altersrente - Abschaffung der Altersrente für besonders langjährig Versicherte;67043;56;43 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_02/Petition_67043.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_02/Petition_67043.nc.html;
29.06.2017;Verwandtschaft im Sinne des Bürgerlichen Gesetzbuches - Vaterschaftstest bei der Geburt eines Kindes;67044;70;46 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_02/Petition_67044.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_02/Petition_67044.nc.html;
05.09.2017;"Unlauterer Wettbewerb - Verpflichtung für werbende Unternehmen zum Abgleich mit der ""Robinson-Liste""";67055;76;5 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_03/Petition_67055.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_03/Petition_67055.nc.html;
29.06.2017;Abfallwirtschaft - Verbot für Plastikverpackungen von Bio-Obst und Bio-Gemüse;67061;134;14 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_03/Petition_67061.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_03/Petition_67061.nc.html;
01.06.2017;Arbeitnehmerüberlassung - Verbot der Leiharbeit im öffentlichen Dienst und in der Sicherheitsbranche;67064;64;23 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_03/Petition_67064.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_03/Petition_67064.nc.html;
22.06.2017;"Eigenheimzulage - Einführung einer ""Eigenheimzulage für Altbauten""";67071;46;44 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_04/Petition_67071.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_04/Petition_67071.nc.html;
26.04.2018;Zulassung zum Straßenverkehr - Einbau einer Rückfahrkamera in Fahrzeuge ohne rückwärtige Sicht;67079;52;34 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_05/Petition_67079.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_05/Petition_67079.nc.html;
01.02.2018;Straßengüterverkehr - Hinweis für Lkw-Fahrer auf nachfolgende Stauenden/Baustellen an Ausfahrten durch Verkehrsleitstellen und Infotafeln;67089;19;8 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_06/Petition_67089.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_06/Petition_67089.nc.html;
30.03.2017;Handwerksordnung - Festsetzung der Handwerkskammerbeiträge;67107;29;1 Beitrag;https://epetitionen.bundestag.de/petitionen/_2016/_08/_07/Petition_67107.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_07/Petition_67107.nc.html;
22.11.2018;Kreditwesen - Anpassung der Richtlinien für die Kreditvergabe;67111;29;21 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_07/Petition_67111.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_07/Petition_67111.nc.html;
05.09.2017;Immissionsschutz - Einhaltung von § 1 StVO bzw. Änderung des StVG;67116;35;21 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_07/Petition_67116.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_07/Petition_67116.nc.html;
30.03.2017;Strafen nach dem Strafgesetzbuch - § 175 Strafgesetzbuch;67121;64;8 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_08/Petition_67121.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_08/Petition_67121.nc.html;
05.07.2018;Straßenverkehrs-Ordnung - Verbot akustischer Signale der Zentralverriegelung bei Ver- und Endriegelung eines Fahrzeugs;67143;49;23 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_09/Petition_67143.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_09/Petition_67143.nc.html;
09.03.2017;Arbeitslosengeld - Regelungen zur Berechnung des Arbeitslosengeldes I;67151;37;4 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_10/Petition_67151.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_10/Petition_67151.nc.html;
01.06.2017;Hilfe für Menschen mit Behinderung - Regelung des § 2 der Versorgungsmedizin-Verordnung Teil D (Merkzeichen);67155;54;18 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_10/Petition_67155.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_10/Petition_67155.nc.html;
30.03.2017;Staatsschulden - Änderung der Maastricht-Kriterien/Einhaltung eines Inflationsziels von 2%;67170;25;74 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_11/Petition_67170.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_11/Petition_67170.nc.html;
22.11.2018;Strafrecht - Einführung des Entzugs der Fahrerlaubnis als Strafmaßnahme;67178;53;62 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_12/Petition_67178.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_12/Petition_67178.nc.html;
26.04.2018;Arbeitsrecht - Keine verpflichtende Angabe von Alter in Urkunden;67202;26;31 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_14/Petition_67202.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_14/Petition_67202.nc.html;
30.03.2017;Kinderschutz - Einschränkung/Verbot von Werbung für Kinder und Jugendliche;67203;76;4 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_14/Petition_67203.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_14/Petition_67203.nc.html;
29.06.2017;Tierschutz - Bundesweite Kennzeichnung (per Chip) sowie Datenbank-Registrierung von Katzen und Hunden;67204;66;20 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_14/Petition_67204.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_14/Petition_67204.nc.html;
22.11.2018;Arbeitslohn - Einführung einer flächendeckenden Lohn-Obergrenze;67221;80;49 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_15/Petition_67221.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_15/Petition_67221.nc.html;
05.07.2018;Energiewirtschaft - Baugleiche äußere Form aller Batterien für Elektroautos;67232;52;6 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_16/Petition_67232.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_16/Petition_67232.nc.html;
30.03.2017;Ordnungswidrigkeitenrecht - Ergänzung des § 118 Ordnungswidrigkeitengesetz (Belästigung der Allgemeinheit);67260;58;23 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_18/Petition_67260.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_18/Petition_67260.nc.html;
26.04.2018;Bildungswesen - Forderung eines objektiven, allgemeinen, frei zugänglichen, gesellschaftlich anerkannten außerschulischen Bildungssystems;67280;37;10 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_19/Petition_67280.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_19/Petition_67280.nc.html;
16.02.2017;"Wertpapierhandel - Einführung eines ""aktienmarktsozialistischen Kapitalismus""";67288;29;14 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_20/Petition_67288.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_20/Petition_67288.nc.html;
14.06.2018;Straßenverkehrs-Ordnung - Herausnahme schwerer Wohnmobile aus dem Regelungsgehalt des Zeichens 277 der StVO;67292;27;16 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_21/Petition_67292.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_21/Petition_67292.nc.html;
18.05.2017;Straßenpersonenverkehr - Genereller Beförderungsanspruch für Menschen mit Behinderung und deren Hilfsmitteln (E-Scooter);67303;595;75 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_22/Petition_67303.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_22/Petition_67303.nc.html;
30.03.2017;Grundgesetz - Ergänzung des Artikels 3 des Grundgesetzes;67312;28;17 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_22/Petition_67312.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_22/Petition_67312.nc.html;
29.06.2017;Arbeitslosengeld II - Sonderzahlung für Arbeitslosengeld II-Empfänger zur Vorsorge für den Katastrophenfall;67317;49;41 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_22/Petition_67317.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_22/Petition_67317.nc.html;
01.06.2017;Wehrpflichtgesetz - Beibehaltung der Aussetzung der Wehrpflicht;67321;64;50 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_23/Petition_67321.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_23/Petition_67321.nc.html;
18.05.2017;Auswärtige Angelegenheiten - Erwerb des zum Verkauf stehenden Anwesens von Thomas Mann in Los Angeles;67328;19;13 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_24/Petition_67328.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_24/Petition_67328.nc.html;
22.06.2017;Internet - Stopp der geplanten Initiative einer europaweiten Pflicht zur Entschlüsselung von elektronischer Kommunikation;67335;140;10 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_24/Petition_67335.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_24/Petition_67335.nc.html;
13.12.2018;Hilfe für Menschen mit Behinderung - Mehr Mitspracherechte für Menschen mit Behinderung;67337;80;31 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_25/Petition_67337.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_25/Petition_67337.nc.html;
22.06.2017;Arbeitsförderung - Anspruch auf Teilzeitjobs/Teilzeitweiterbildungen für psychisch Kranke;67338;53;26 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_25/Petition_67338.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_25/Petition_67338.nc.html;
29.06.2017;Wahlrecht - Losentscheid über die Kandidaten-Reihenfolge auf dem Wahlzettel;67341;54;23 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_25/Petition_67341.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_25/Petition_67341.nc.html;
18.05.2017;Gesundheitswesen - Einrichtung eines zentralen Organspenderegisters;67342;91;42 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_25/Petition_67342.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_25/Petition_67342.nc.html;
05.09.2017;Wahlrecht - Änderung des Bundeswahlgesetzes;67348;81;62 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_25/Petition_67348.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_25/Petition_67348.nc.html;
05.09.2017;Urlaub von Arbeitnehmern - Verschärfung des Rechtsanspruchs auf Urlaub/Urlaubsabgeltung bei dauerhaft Erkrankten;67351;36;30 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_26/Petition_67351.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_26/Petition_67351.nc.html;
30.03.2017;Wehrverfassung - Keine deutsche Unterstützung der NATO-Osteuropapolitik;67361;124;165 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_26/Petition_67361.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_26/Petition_67361.nc.html;
30.03.2017;Bundesverfassungsgericht - Wahl der Bundesverfassungsrichter durch ordnungsgemäße/freie/demokratische Wahlen;67365;76;192 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_27/Petition_67365.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_27/Petition_67365.nc.html;
05.07.2018;Gesetzliche Krankenversicherung - Beiträge - - Zahlung kostendeckender Beiträge zur Kranken- und Pflegeversicherung für Hartz-4-Empfänger;67375;86;16 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_28/Petition_67375.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_28/Petition_67375.nc.html;
01.06.2017;Währungspolitik - Einbeziehung von Vermögenswerten in die Inflationsberechnung auf nationaler und internationaler Ebene;67385;30;12 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_29/Petition_67385.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_29/Petition_67385.nc.html;
26.04.2018;Zulassung zum Straßenverkehr - Überprüfung der hohen Lärmbelastung durch Quads und ähnliche Fahrzeuge;67390;138;36 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_29/Petition_67390.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_29/Petition_67390.nc.html;
22.11.2018;Pfändungsschutz - Einrichtung eines Pfändungsschutzkontos zugunsten von Kleinunternehmen und Selbständigen;67392;54;25 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_29/Petition_67392.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_29/Petition_67392.nc.html;
29.06.2017;Gesetzliche Krankenversicherung - Beiträge - - Änderung des § 8 Abs. 6 Nr. 3 der Beitragsverfahrensgrundsätze für freiwillig Versicherte der GKV;67394;46;6 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_08/_29/Petition_67394.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_08/_29/Petition_67394.nc.html;
22.11.2018;Unlauterer Wettbewerb - Verbesserung der Strafverfolgung bei betrügerischer Werbung;67436;117;8 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_09/_01/Petition_67436.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_09/_01/Petition_67436.forumauswertungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_09/_01/Petition_67436.nc.html
28.06.2018;"Mutterschutzgesetz - Ersatz des Begriffs ""werdende Mutter "" durch ""schwangere Frau"" im Mutterschutzgesetz";67441;17;13 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_09/_02/Petition_67441.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_09/_02/Petition_67441.nc.html;
30.03.2017;Pflegeversicherung -Beiträge- - Befreiung für Eltern von der Beitragszahlung für Kinderlose aufgrund von Fehl- oder Totgeburt;67442;51;29 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_09/_02/Petition_67442.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_09/_02/Petition_67442.nc.html;
01.06.2017;Einkommensteuer - Abzug der Wertpapierkreditkosten als Werbungskosten für den Wertpapierkauf bei Einkünften aus Kapitalvermögen;67461;13;5 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_09/_03/Petition_67461.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_09/_03/Petition_67461.nc.html;
29.06.2017;Straftaten gegen die öffentliche Ordnung - Forderung nach einem Völkermordgesetz;67478;58;8 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_09/_04/Petition_67478.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_09/_04/Petition_67478.nc.html;
01.02.2018;Öffentliche Sicherheit - Einrichtung einer nationalen Küstenwache;67481;51;12 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_09/_05/Petition_67481.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_09/_05/Petition_67481.nc.html;
05.09.2017;Erziehungsgeld/Elterngeld - Berücksichtigung der Einzahlung von Beiträgen zur Altersvorsorge bei der Berechnung des Elterngeldes;67485;32;25 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_09/_05/Petition_67485.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_09/_05/Petition_67485.nc.html;
22.03.2018;Bankenwesen - Verpflichtende finanzielle Hilfeleistung durch Banken und Versicherungen gegenüber dem Staat beim Abbau der Staatsschulden;67490;82;26 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_09/_05/Petition_67490.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_09/_05/Petition_67490.nc.html;
05.09.2017;Ärzte - Keine Entbindung von der ärztlichen Schweigepflicht in Bezug auf psychisch kranke Menschen;67493;82;28 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_09/_05/Petition_67493.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_09/_05/Petition_67493.nc.html;
05.09.2017;Völkerrecht - Anerkennung des Holodomor 1932-1933 in der Ukraine als Völkermord;67499;116;8 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_09/_06/Petition_67499.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_09/_06/Petition_67499.nc.html;
26.04.2018;Arbeitslohn - Forderung nach einer Ausnahme vom Mindestlohngesetz für Bereitschaftsdienste in spezifischen Einrichtungen;67508;47;31 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_09/_06/Petition_67508.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_09/_06/Petition_67508.nc.html;
05.09.2017;Arbeitslosengeld II - Keine Erhöhung der Hartz-IV- bzw. ALG-II-Regelsätze als Anreiz für eine Arbeitsaufnahme;67513;37;43 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_09/_06/Petition_67513.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_09/_06/Petition_67513.nc.html;
29.06.2017;Zivilverfahren - Zurverfügungstellung eines Verhandlungstermins innerhalb von vier Monaten;67520;59;5 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_09/_07/Petition_67520.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_09/_07/Petition_67520.nc.html;
05.07.2018;Mietrecht - Einrichtung einer Online-Plattform zu tatsächlich gezahlten Wohnraummieten pro Quadratmeter Wohnfläche;67534;79;19 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_09/_08/Petition_67534.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_09/_08/Petition_67534.nc.html;
05.07.2018;Urheberrecht - Zurverfügungstellung von Büchern, E-Books und Dokumenten der Bundesbehörden/Hochschulen;67553;63;3 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_09/_09/Petition_67553.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_09/_09/Petition_67553.nc.html;
26.04.2018;Einkommensteuer - Individuelle Feststellung des Rentenfreibetrages anstelle der bestehenden pauschalen Besteuerung;67570;231;56 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_09/_10/Petition_67570.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_09/_10/Petition_67570.nc.html;
30.03.2017;Hilfe für Menschen mit Behinderung - Einführung eines Behindertenausweises bei einem Grad der Behinderung unter 50 %;67583;57;45 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_09/_11/Petition_67583.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_09/_11/Petition_67583.nc.html;
26.04.2018;Führerscheinwesen -  Einführung der Fahrerlaubnisklasse B1 für 16- bis 18-Jährige;67592;16;16 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_09/_12/Petition_67592.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_09/_12/Petition_67592.nc.html;
22.11.2018;Urheberrecht - Kennzeichnung eigener Werke hinsichtlich Copyright oder Copyleft;67594;17;41 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_09/_12/Petition_67594.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_09/_12/Petition_67594.nc.html;
29.06.2017;Soldatengesetz - Ersatzlose Streichung des § 58c Soldatengesetz;67600;57;25 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_09/_12/Petition_67600.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_09/_12/Petition_67600.nc.html;
22.06.2017;Arbeitslosengeld II - Änderung des Zweiten Buch Sozialgesetzbuch (Zuflussprinzip);67604;96;22 Beiträge;https://epetitionen.bundestag.de/petitionen/_2016/_09/_12/Petition_67604.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2016/_09/_12/Petition_67604.nc.html;
